3.996748e+002,0.000000e+000
4.001569e+002,5.433688e-002
4.006390e+002,5.155389e-002
4.011211e+002,4.905069e-002
4.016032e+002,4.700073e-002
4.020854e+002,4.543647e-002
4.025675e+002,4.424333e-002
4.030496e+002,4.323193e-002
4.035317e+002,4.222961e-002
4.040138e+002,4.115542e-002
4.044959e+002,4.003395e-002
4.049781e+002,3.895901e-002
4.054602e+002,3.801227e-002
4.059423e+002,3.720333e-002
4.064244e+002,3.645408e-002
4.069065e+002,3.565066e-002
4.073886e+002,3.471024e-002
4.078708e+002,3.364608e-002
4.083529e+002,3.255971e-002
4.088350e+002,3.159427e-002
4.093171e+002,3.084587e-002
4.097992e+002,3.030351e-002
4.102813e+002,2.984707e-002
4.107635e+002,2.931595e-002
4.112456e+002,2.858432e-002
4.117277e+002,2.762568e-002
4.122098e+002,2.651860e-002
4.126919e+002,2.540088e-002
4.131740e+002,2.439323e-002
4.136562e+002,2.353560e-002
4.141383e+002,2.278113e-002
4.146204e+002,2.203242e-002
4.151025e+002,2.120592e-002
4.155846e+002,2.027105e-002
4.160667e+002,1.925949e-002
4.165489e+002,1.823684e-002
4.170310e+002,1.725979e-002
4.175131e+002,1.632983e-002
4.179952e+002,1.537062e-002
4.184773e+002,1.428211e-002
4.189594e+002,1.307256e-002
4.194416e+002,1.191017e-002
4.199237e+002,1.102247e-002
4.204058e+002,1.054048e-002
4.208879e+002,1.045175e-002
4.213700e+002,1.063262e-002
4.218521e+002,1.091733e-002
4.223343e+002,1.114987e-002
4.228164e+002,1.124088e-002
4.232985e+002,1.119763e-002
4.237806e+002,1.111462e-002
4.242627e+002,1.111261e-002
4.247448e+002,1.127281e-002
4.252270e+002,1.158200e-002
4.257091e+002,1.194283e-002
4.261912e+002,1.222427e-002
4.266733e+002,1.232570e-002
4.271554e+002,1.222059e-002
4.276375e+002,1.194746e-002
4.281197e+002,1.157996e-002
4.286018e+002,1.118077e-002
4.290839e+002,1.078382e-002
4.295660e+002,1.039093e-002
4.300481e+002,1.000386e-002
4.305302e+002,9.656659e-003
4.310124e+002,9.420079e-003
4.314945e+002,9.379618e-003
4.319766e+002,9.585180e-003
4.324587e+002,1.000830e-002
4.329408e+002,1.053138e-002
4.334229e+002,1.098424e-002
4.339051e+002,1.121222e-002
4.343872e+002,1.112107e-002
4.348693e+002,1.072914e-002
4.353514e+002,1.015324e-002
4.358335e+002,9.568109e-003
4.363156e+002,9.115644e-003
4.367978e+002,8.854637e-003
4.372799e+002,8.747993e-003
4.377620e+002,8.708507e-003
4.382441e+002,8.652123e-003
4.387262e+002,8.541440e-003
4.392083e+002,8.391597e-003
4.396905e+002,8.248560e-003
4.401726e+002,8.156785e-003
4.406547e+002,8.134570e-003
4.411368e+002,8.172248e-003
4.416189e+002,8.248932e-003
4.421010e+002,8.356400e-003
4.425832e+002,8.512346e-003
4.430653e+002,8.747485e-003
4.435474e+002,9.074263e-003
4.440295e+002,9.459224e-003
4.445116e+002,9.824800e-003
4.449937e+002,1.006947e-002
4.454759e+002,1.010898e-002
4.459580e+002,9.919064e-003
4.464401e+002,9.541824e-003
4.469222e+002,9.072470e-003
4.474043e+002,8.611598e-003
4.478864e+002,8.231001e-003
4.483686e+002,7.938365e-003
4.488507e+002,7.695635e-003
4.493328e+002,7.444345e-003
4.498149e+002,7.147792e-003
4.502970e+002,6.805093e-003
4.507791e+002,6.453213e-003
4.512613e+002,6.142045e-003
4.517434e+002,5.919026e-003
4.522255e+002,5.806351e-003
4.527076e+002,5.802589e-003
4.531897e+002,5.899646e-003
4.536718e+002,6.101754e-003
4.541540e+002,6.428395e-003
4.546361e+002,6.907827e-003
4.551182e+002,7.552457e-003
4.556003e+002,8.340660e-003
4.560824e+002,9.199364e-003
4.565645e+002,1.002352e-002
4.570467e+002,1.069803e-002
4.575288e+002,1.115915e-002
4.580109e+002,1.142413e-002
4.584930e+002,1.158019e-002
4.589751e+002,1.171929e-002
4.594572e+002,1.188449e-002
4.599394e+002,1.206450e-002
4.604215e+002,1.221916e-002
4.609036e+002,1.231538e-002
4.613857e+002,1.235482e-002
4.618678e+002,1.237940e-002
4.623499e+002,1.245635e-002
4.628321e+002,1.264574e-002
4.633142e+002,1.296836e-002
4.637963e+002,1.340152e-002
4.642784e+002,1.389628e-002
4.647606e+002,1.441030e-002
4.652427e+002,1.492668e-002
4.657248e+002,1.546249e-002
4.662069e+002,1.604867e-002
4.666890e+002,1.670758e-002
4.671711e+002,1.742842e-002
4.676533e+002,1.816929e-002
4.681354e+002,1.887762e-002
4.686175e+002,1.952915e-002
4.690996e+002,2.014706e-002
4.695817e+002,2.080265e-002
4.700638e+002,2.158507e-002
4.705460e+002,2.257198e-002
4.710281e+002,2.378805e-002
4.715102e+002,2.519103e-002
4.719923e+002,2.667420e-002
4.724744e+002,2.811667e-002
4.729565e+002,2.944049e-002
4.734387e+002,3.064355e-002
4.739208e+002,3.178256e-002
4.744029e+002,3.293107e-002
4.748850e+002,3.413704e-002
4.753671e+002,3.540237e-002
4.758492e+002,3.669036e-002
4.763314e+002,3.794580e-002
4.768135e+002,3.912392e-002
4.772956e+002,4.020232e-002
4.777777e+002,4.118598e-002
4.782598e+002,4.209353e-002
4.787419e+002,4.293903e-002
4.792241e+002,4.372143e-002
4.797062e+002,4.442519e-002
4.801883e+002,4.503176e-002
4.806704e+002,4.553058e-002
4.811525e+002,4.592106e-002
4.816346e+002,4.620488e-002
4.821168e+002,4.637297e-002
4.825989e+002,4.639520e-002
4.830810e+002,4.622401e-002
4.835631e+002,4.581677e-002
4.840452e+002,4.515446e-002
4.845273e+002,4.426050e-002
4.850095e+002,4.319467e-002
4.854916e+002,4.203173e-002
4.859737e+002,4.082933e-002
4.864558e+002,3.961251e-002
4.869379e+002,3.837725e-002
4.874200e+002,3.710717e-002
4.879022e+002,3.579237e-002
4.883843e+002,3.443784e-002
4.888664e+002,3.305641e-002
4.893485e+002,3.165584e-002
4.898306e+002,3.022546e-002
4.903127e+002,2.873973e-002
4.907949e+002,2.717384e-002
4.912770e+002,2.553320e-002
4.917591e+002,2.386870e-002
4.922412e+002,2.227653e-002
4.927233e+002,2.086039e-002
4.932054e+002,1.969069e-002
4.936876e+002,1.877817e-002
4.941697e+002,1.807699e-002
4.946518e+002,1.751445e-002
4.951339e+002,1.703523e-002
4.956160e+002,1.663359e-002
4.960981e+002,1.635904e-002
4.965803e+002,1.628989e-002
4.970624e+002,1.648530e-002
4.975445e+002,1.694699e-002
4.980266e+002,1.759956e-002
4.985087e+002,1.831446e-002
4.989908e+002,1.893753e-002
4.994730e+002,1.934467e-002
4.999551e+002,1.946837e-002
5.004372e+002,1.930612e-002
5.009193e+002,1.891192e-002
5.014014e+002,1.837540e-002
5.018835e+002,1.779249e-002
5.023657e+002,1.723301e-002
5.028478e+002,1.673991e-002
5.033299e+002,1.632784e-002
5.038120e+002,1.599566e-002
5.042941e+002,1.573310e-002
5.047762e+002,1.552406e-002
5.052584e+002,1.534336e-002
5.057405e+002,1.516010e-002
5.062226e+002,1.494592e-002
5.067047e+002,1.468755e-002
5.071868e+002,1.439626e-002
5.076689e+002,1.410399e-002
5.081511e+002,1.384955e-002
5.086332e+002,1.365902e-002
5.091153e+002,1.353030e-002
5.095974e+002,1.343375e-002
5.100795e+002,1.332399e-002
5.105616e+002,1.316135e-002
5.110438e+002,1.292238e-002
5.115259e+002,1.260982e-002
5.120080e+002,1.224428e-002
5.124901e+002,1.185132e-002
5.129722e+002,1.144417e-002
5.134543e+002,1.101968e-002
5.139365e+002,1.056000e-002
5.144186e+002,1.004295e-002
5.149007e+002,9.448523e-003
5.153828e+002,8.763782e-003
5.158649e+002,7.982067e-003
5.163470e+002,7.099930e-003
5.168292e+002,6.119765e-003
5.173113e+002,5.054004e-003
5.177934e+002,3.935079e-003
5.182755e+002,2.814726e-003
5.187576e+002,1.753975e-003
5.192397e+002,8.058380e-004
5.197219e+002,-6.825559e-006
5.202040e+002,-6.976398e-004
5.206861e+002,-1.308842e-003
5.211682e+002,-1.885634e-003
5.216503e+002,-2.454842e-003
5.221324e+002,-3.007773e-003
5.226146e+002,-3.504130e-003
5.230967e+002,-3.885196e-003
5.235788e+002,-4.102372e-003
5.240609e+002,-4.141461e-003
5.245430e+002,-4.033439e-003
5.250251e+002,-3.846346e-003
5.255073e+002,-3.660125e-003
5.259894e+002,-3.538607e-003
5.264715e+002,-3.501928e-003
5.269536e+002,-3.529930e-003
5.274357e+002,-3.581724e-003
5.279178e+002,-3.627630e-003
5.284000e+002,-3.660355e-003
5.288821e+002,-3.698697e-003
5.293642e+002,-3.771526e-003
5.298463e+002,-3.905917e-003
5.303284e+002,-4.112743e-003
5.308105e+002,-4.387801e-003
5.312927e+002,-4.717719e-003
5.317748e+002,-5.092155e-003
5.322569e+002,-5.507885e-003
5.327390e+002,-5.965969e-003
5.332211e+002,-6.462419e-003
5.337032e+002,-6.980180e-003
5.341854e+002,-7.487263e-003
5.346675e+002,-7.948827e-003
5.351496e+002,-8.336904e-003
5.356317e+002,-8.642984e-003
5.361138e+002,-8.877142e-003
5.365959e+002,-9.059940e-003
5.370781e+002,-9.205939e-003
5.375602e+002,-9.316575e-003
5.380423e+002,-9.380102e-003
5.385244e+002,-9.382826e-003
5.390065e+002,-9.320175e-003
5.394886e+002,-9.205226e-003
5.399708e+002,-9.063281e-003
5.404529e+002,-8.921031e-003
5.409350e+002,-8.791819e-003
5.414171e+002,-8.668481e-003
5.418992e+002,-8.528246e-003
5.423813e+002,-8.347565e-003
5.428635e+002,-8.118584e-003
5.433456e+002,-7.856944e-003
5.438277e+002,-7.596774e-003
5.443098e+002,-7.375606e-003
5.447919e+002,-7.219376e-003
5.452740e+002,-7.128935e-003
5.457562e+002,-7.083235e-003
5.462383e+002,-7.051255e-003
5.467204e+002,-7.012035e-003
5.472025e+002,-6.962247e-003
5.476846e+002,-6.916138e-003
5.481667e+002,-6.889592e-003
5.486489e+002,-6.887799e-003
5.491310e+002,-6.897191e-003
5.496131e+002,-6.892593e-003
5.500952e+002,-6.849738e-003
5.505773e+002,-6.764733e-003
5.510594e+002,-6.655240e-003
5.515416e+002,-6.556882e-003
5.520237e+002,-6.500219e-003
5.525058e+002,-6.497347e-003
5.529879e+002,-6.532338e-003
